parents,husband,wife,husband_id,wife_id,child_name,child_sex,child_order,epic,source,comments,row_type,historicity,family_id
Gideon (many wives),Gideon,multiple,hebrew_bible::gideon,,,male,64,hebrew_bible,Judges 8:30-31,"Judges 8:30: ""he had many wives""; only Abimelech (via concubine) named",multi_wife_agg,legendary,
Gideon (many wives),Gideon,multiple,hebrew_bible::gideon,,,male,65,hebrew_bible,Judges 8:30-31,"Judges 8:30: ""he had many wives""; only Abimelech (via concubine) named",multi_wife_agg,legendary,
Gideon (many wives),Gideon,multiple,hebrew_bible::gideon,,,male,66,hebrew_bible,Judges 8:30-31,"Judges 8:30: ""he had many wives""; only Abimelech (via concubine) named",multi_wife_agg,legendary,
Gideon (many wives),Gideon,multiple,hebrew_bible::gideon,,,male,67,hebrew_bible,Judges 8:30-31,"Judges 8:30: ""he had many wives""; only Abimelech (via concubine) named",multi_wife_agg,legendary,
Gideon (many wives),Gideon,multiple,hebrew_bible::gideon,,,male,68,hebrew_bible,Judges 8:30-31,"Judges 8:30: ""he had many wives""; only Abimelech (via concubine) named",multi_wife_agg,legendary,
Gideon (many wives),Gideon,multiple,hebrew_bible::gideon,,,male,69,hebrew_bible,Judges 8:30-31,"Judges 8:30: ""he had many wives""; only Abimelech (via concubine) named",multi_wife_agg,legendary,
Gideon (many wives),Gideon,multiple,hebrew_bible::gideon,,,male,70,hebrew_bible,Judges 8:30-31,"Judges 8:30: ""he had many wives""; only Abimelech (via concubine) named",multi_wife_agg,legendary,
Ham and wife (unnamed),Ham,unknown,hebrew_bible::ham,,Cush,male,1,hebrew_bible,Genesis 10:6,Hamitic peoples; Canaan cursed by Noah (Gen 9:25),spouse_unnamed,legendary,
Ham and wife (unnamed),Ham,unknown,hebrew_bible::ham,,Mizraim,male,2,hebrew_bible,Genesis 10:6,Hamitic peoples; Canaan cursed by Noah (Gen 9:25),spouse_unnamed,legendary,
Ham and wife (unnamed),Ham,unknown,hebrew_bible::ham,,Put,male,3,hebrew_bible,Genesis 10:6,Hamitic peoples; Canaan cursed by Noah (Gen 9:25),spouse_unnamed,legendary,
Ham and wife (unnamed),Ham,unknown,hebrew_bible::ham,,Canaan,male,4,hebrew_bible,Genesis 10:6,Hamitic peoples; Canaan cursed by Noah (Gen 9:25),spouse_unnamed,legendary,
Hezekiah and Hephzibah,Hezekiah,Hephzibah,hebrew_bible::hezekiah,hebrew_bible::hephzibah,Manasseh,male,1,hebrew_bible,2 Kings 20:21; 21:1,2 Kings 21:1,couple,legendary,
Hosea and Gomer,Hosea,Gomer,hebrew_bible::hosea,hebrew_bible::gomer,Jezreel,male,1,hebrew_bible,Hosea 1:3-9,Lo-Ammi (sex unclear in some readings); symbolic names,couple,legendary,
Hosea and Gomer,Hosea,Gomer,hebrew_bible::hosea,hebrew_bible::gomer,Lo-Ruhamah,female,2,hebrew_bible,Hosea 1:3-9,Lo-Ammi (sex unclear in some readings); symbolic names,couple,legendary,
Hosea and Gomer,Hosea,Gomer,hebrew_bible::hosea,hebrew_bible::gomer,,unknown,3,hebrew_bible,Hosea 1:3-9,Lo-Ammi (sex unclear in some readings); symbolic names,couple,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,30 sons (unnamed),male,1,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,2,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,3,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,4,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,5,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,6,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,7,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,8,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,9,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,10,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,11,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,12,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,13,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,14,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,15,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,16,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,17,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,18,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,19,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,20,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,21,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,22,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,23,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,24,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,25,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,26,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,27,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,28,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,29,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,male,30,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,30 daughters (unnamed),female,31,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,32,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,33,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,34,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,35,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,36,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,37,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,38,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,39,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,40,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,41,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,42,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,43,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,44,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,45,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,46,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,47,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,48,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,49,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,50,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,51,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,52,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,53,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,54,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,55,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,56,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,57,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,58,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,59,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Ibzan of Bethlehem and wives,Ibzan of Bethlehem,multiple,hebrew_bible::ibzan_of_bethlehem,,,female,60,hebrew_bible,Judges 12:8-9,"remarkable 1:1 sex ratio; married daughters outside clan, brought in wives for sons",multi_wife_agg,legendary,
Isaac and Rebekah,Isaac,Rebekah,hebrew_bible::isaac,hebrew_bible::rebekah,Esau,male,1,hebrew_bible,Genesis 25:24-26,Genesis 25:21-26,couple,legendary,
Isaac and Rebekah,Isaac,Rebekah,hebrew_bible::isaac,hebrew_bible::rebekah,Jacob,male,2,hebrew_bible,Genesis 25:24-26,Genesis 25:21-26,couple,legendary,
Isaiah and the prophetess,Isaiah,the prophetess,hebrew_bible::isaiah,hebrew_bible::the_prophetess,Shear-Jashub,male,1,hebrew_bible,Isaiah 7:3; 8:3,"Isaiah 8:3; wife called ""the prophetess""",couple,legendary,
Isaiah and the prophetess,Isaiah,the prophetess,hebrew_bible::isaiah,hebrew_bible::the_prophetess,Maher-Shalal-Hash-Baz,male,2,hebrew_bible,Isaiah 7:3; 8:3,"Isaiah 8:3; wife called ""the prophetess""",couple,legendary,
Ishmael and wife (unnamed),Ishmael,unknown,hebrew_bible::ishmael,,Nebaioth,male,1,hebrew_bible,Genesis 25:13-16,"12 sons, 1 daughter",spouse_unnamed,legendary,
Ishmael and wife (unnamed),Ishmael,unknown,hebrew_bible::ishmael,,Kedar,male,2,hebrew_bible,Genesis 25:13-16,"12 sons, 1 daughter",spouse_unnamed,legendary,
Ishmael and wife (unnamed),Ishmael,unknown,hebrew_bible::ishmael,,Adbeel,male,3,hebrew_bible,Genesis 25:13-16,"12 sons, 1 daughter",spouse_unnamed,legendary,
Ishmael and wife (unnamed),Ishmael,unknown,hebrew_bible::ishmael,,Mibsam,male,4,hebrew_bible,Genesis 25:13-16,"12 sons, 1 daughter",spouse_unnamed,legendary,
Ishmael and wife (unnamed),Ishmael,unknown,hebrew_bible::ishmael,,Mishma,male,5,hebrew_bible,Genesis 25:13-16,"12 sons, 1 daughter",spouse_unnamed,legendary,
Ishmael and wife (unnamed),Ishmael,unknown,hebrew_bible::ishmael,,Dumah,male,6,hebrew_bible,Genesis 25:13-16,"12 sons, 1 daughter",spouse_unnamed,legendary,
Ishmael and wife (unnamed),Ishmael,unknown,hebrew_bible::ishmael,,Massa,male,7,hebrew_bible,Genesis 25:13-16,"12 sons, 1 daughter",spouse_unnamed,legendary,
Ishmael and wife (unnamed),Ishmael,unknown,hebrew_bible::ishmael,,Hadad,male,8,hebrew_bible,Genesis 25:13-16,"12 sons, 1 daughter",spouse_unnamed,legendary,
Ishmael and wife (unnamed),Ishmael,unknown,hebrew_bible::ishmael,,Tema,male,9,hebrew_bible,Genesis 25:13-16,"12 sons, 1 daughter",spouse_unnamed,legendary,
Ishmael and wife (unnamed),Ishmael,unknown,hebrew_bible::ishmael,,Jetur,male,10,hebrew_bible,Genesis 25:13-16,"12 sons, 1 daughter",spouse_unnamed,legendary,
Ishmael and wife (unnamed),Ishmael,unknown,hebrew_bible::ishmael,,Naphish,male,11,hebrew_bible,Genesis 25:13-16,"12 sons, 1 daughter",spouse_unnamed,legendary,
Ishmael and wife (unnamed),Ishmael,unknown,hebrew_bible::ishmael,,Kedemah,male,12,hebrew_bible,Genesis 25:13-16,"12 sons, 1 daughter",spouse_unnamed,legendary,
Ishmael and wife (unnamed),Ishmael,unknown,hebrew_bible::ishmael,,Mahalath (also called Basemath),female,13,hebrew_bible,Genesis 25:13-16,"12 sons, 1 daughter",spouse_unnamed,legendary,
Issachar and wife (unnamed),Issachar,unknown,hebrew_bible::issachar,,Tola,male,1,hebrew_bible,Genesis 46:13,,spouse_unnamed,legendary,
Issachar and wife (unnamed),Issachar,unknown,hebrew_bible::issachar,,Puvah,male,2,hebrew_bible,Genesis 46:13,,spouse_unnamed,legendary,
Issachar and wife (unnamed),Issachar,unknown,hebrew_bible::issachar,,Iob,male,3,hebrew_bible,Genesis 46:13,,spouse_unnamed,legendary,
Issachar and wife (unnamed),Issachar,unknown,hebrew_bible::issachar,,Shimron,male,4,hebrew_bible,Genesis 46:13,,spouse_unnamed,legendary,
Jacob and Bilhah,Jacob,Bilhah,hebrew_bible::jacob,hebrew_bible::bilhah,Dan,male,1,hebrew_bible,Genesis 30:1-8,,couple,legendary,jacob
Jacob and Bilhah,Jacob,Bilhah,hebrew_bible::jacob,hebrew_bible::bilhah,Naphtali,male,2,hebrew_bible,Genesis 30:1-8,,couple,legendary,jacob
Jacob and Leah,Jacob,Leah,hebrew_bible::jacob,hebrew_bible::leah,Reuben,male,1,hebrew_bible,Genesis 29:31-35; 30:17-20; 34:1,,couple,legendary,jacob
Jacob and Leah,Jacob,Leah,hebrew_bible::jacob,hebrew_bible::leah,Simeon,male,2,hebrew_bible,Genesis 29:31-35; 30:17-20; 34:1,,couple,legendary,jacob
Jacob and Leah,Jacob,Leah,hebrew_bible::jacob,hebrew_bible::leah,Levi,male,3,hebrew_bible,Genesis 29:31-35; 30:17-20; 34:1,,couple,legendary,jacob
Jacob and Leah,Jacob,Leah,hebrew_bible::jacob,hebrew_bible::leah,Judah,male,4,hebrew_bible,Genesis 29:31-35; 30:17-20; 34:1,,couple,legendary,jacob
Jacob and Leah,Jacob,Leah,hebrew_bible::jacob,hebrew_bible::leah,Issachar,male,5,hebrew_bible,Genesis 29:31-35; 30:17-20; 34:1,,couple,legendary,jacob
Jacob and Leah,Jacob,Leah,hebrew_bible::jacob,hebrew_bible::leah,Zebulun,male,6,hebrew_bible,Genesis 29:31-35; 30:17-20; 34:1,,couple,legendary,jacob
Jacob and Leah,Jacob,Leah,hebrew_bible::jacob,hebrew_bible::leah,Dinah,female,7,hebrew_bible,Genesis 29:31-35; 30:17-20; 34:1,,couple,legendary,jacob
Jacob and Rachel,Jacob,Rachel,hebrew_bible::jacob,hebrew_bible::rachel,Joseph,male,1,hebrew_bible,Genesis 30:22-24; 35:16-18,,couple,legendary,jacob
Jacob and Rachel,Jacob,Rachel,hebrew_bible::jacob,hebrew_bible::rachel,Benjamin,male,2,hebrew_bible,Genesis 30:22-24; 35:16-18,,couple,legendary,jacob
Jacob and Zilpah,Jacob,Zilpah,hebrew_bible::jacob,hebrew_bible::zilpah,Gad,male,1,hebrew_bible,Genesis 30:9-13,,couple,legendary,jacob
Jacob and Zilpah,Jacob,Zilpah,hebrew_bible::jacob,hebrew_bible::zilpah,Asher,male,2,hebrew_bible,Genesis 30:9-13,,couple,legendary,jacob
Japheth and wife (unnamed),Japheth,unknown,hebrew_bible::japheth,,Gomer,male,1,hebrew_bible,Genesis 10:2,Japhetic peoples; 'may God enlarge Japheth' (Gen 9:27),spouse_unnamed,legendary,
Japheth and wife (unnamed),Japheth,unknown,hebrew_bible::japheth,,Magog,male,2,hebrew_bible,Genesis 10:2,Japhetic peoples; 'may God enlarge Japheth' (Gen 9:27),spouse_unnamed,legendary,
Japheth and wife (unnamed),Japheth,unknown,hebrew_bible::japheth,,Madai,male,3,hebrew_bible,Genesis 10:2,Japhetic peoples; 'may God enlarge Japheth' (Gen 9:27),spouse_unnamed,legendary,
Japheth and wife (unnamed),Japheth,unknown,hebrew_bible::japheth,,Javan,male,4,hebrew_bible,Genesis 10:2,Japhetic peoples; 'may God enlarge Japheth' (Gen 9:27),spouse_unnamed,legendary,
Japheth and wife (unnamed),Japheth,unknown,hebrew_bible::japheth,,Tubal,male,5,hebrew_bible,Genesis 10:2,Japhetic peoples; 'may God enlarge Japheth' (Gen 9:27),spouse_unnamed,legendary,
Japheth and wife (unnamed),Japheth,unknown,hebrew_bible::japheth,,Meshech,male,6,hebrew_bible,Genesis 10:2,Japhetic peoples; 'may God enlarge Japheth' (Gen 9:27),spouse_unnamed,legendary,
Japheth and wife (unnamed),Japheth,unknown,hebrew_bible::japheth,,Tiras,male,7,hebrew_bible,Genesis 10:2,Japhetic peoples; 'may God enlarge Japheth' (Gen 9:27),spouse_unnamed,legendary,
Jehoshaphat and wife (unnamed),Jehoshaphat,unknown,hebrew_bible::jehoshaphat,,Jehoram,male,1,hebrew_bible,2 Chronicles 21:2-4,Jehoram killed all 6 brothers after becoming king,spouse_unnamed,legendary,
Jehoshaphat and wife (unnamed),Jehoshaphat,unknown,hebrew_bible::jehoshaphat,,Azariah,male,2,hebrew_bible,2 Chronicles 21:2-4,Jehoram killed all 6 brothers after becoming king,spouse_unnamed,legendary,
Jehoshaphat and wife (unnamed),Jehoshaphat,unknown,hebrew_bible::jehoshaphat,,Jehiel,male,3,hebrew_bible,2 Chronicles 21:2-4,Jehoram killed all 6 brothers after becoming king,spouse_unnamed,legendary,
Jehoshaphat and wife (unnamed),Jehoshaphat,unknown,hebrew_bible::jehoshaphat,,Zechariah,male,4,hebrew_bible,2 Chronicles 21:2-4,Jehoram killed all 6 brothers after becoming king,spouse_unnamed,legendary,
Jehoshaphat and wife (unnamed),Jehoshaphat,unknown,hebrew_bible::jehoshaphat,,Azaryahu,male,5,hebrew_bible,2 Chronicles 21:2-4,Jehoram killed all 6 brothers after becoming king,spouse_unnamed,legendary,
Jehoshaphat and wife (unnamed),Jehoshaphat,unknown,hebrew_bible::jehoshaphat,,Michael,male,6,hebrew_bible,2 Chronicles 21:2-4,Jehoram killed all 6 brothers after becoming king,spouse_unnamed,legendary,
Jehoshaphat and wife (unnamed),Jehoshaphat,unknown,hebrew_bible::jehoshaphat,,Shephatiah,male,7,hebrew_bible,2 Chronicles 21:2-4,Jehoram killed all 6 brothers after becoming king,spouse_unnamed,legendary,
Jephthah and wife (unnamed),Jephthah,unknown,hebrew_bible::jephthah,,unnamed daughter,female,1,hebrew_bible,Judges 11:34-40,Judges 11; sacrificed per father's vow; only child,spouse_unnamed,legendary,
